dataset_name,description,resource_type,metadata_created_date,identifier,doi,publisher,maintainer,a_id,data_last_modified,public_access,data_first_published
"Machine Learning Model Geotiffs - Applications of Machine Learning Techniques to Geothermal Play Fairway Analysis in the Great Basin Region, Nevada","This submission contains geotiffs, supporting shapefiles and readmes for the inputs and output models of algorithms explored in the Nevada Geothermal Machine Learning project, meant to accompany the final report....",Dataset,"January 11, 2025",https://data.openei.org/submissions/7465,Not available,Nevada Bureau of Mines and Geology,Elijah Mlawsky,Not available,2022-11-07T07:37:39Z,public,2021-06-01T06:00:00Z
"GeoThermalCloud: Cloud Fusion of Big Data and Multi-Physics Models using Machine Learning for Discovery, Exploration and Development of Hidden Geothermal Resources","Geothermal exploration and production are challenging, expensive and risky. The GeoThermalCloud uses Machine Learning to predict the location of hidden geothermal resources. This submission includes a training dataset for the...",Dataset,"January 11, 2025",https://data.openei.org/submissions/7488,Not available,Stanford University,Dimitrios Ioannis Belivanis,Not available,2022-05-26T16:04:57Z,public,2022-04-04T06:00:00Z
"Python Codebase and Jupyter Notebooks - Applications of Machine Learning Techniques to Geothermal Play Fairway Analysis in the Great Basin Region, Nevada","Git archive containing Python modules and resources used to generate machine-learning models used in the ""Applications of Machine Learning Techniques to Geothermal Play Fairway Analysis in the Great Basin Region,...",Dataset,"January 11, 2025",https://data.openei.org/submissions/7512,Not available,Nevada Bureau of Mines and Geology,Elijah Mlawsky,Not available,2022-11-07T07:37:06Z,public,2022-06-30T06:00:00Z
Publications and Datasets from Play-Fairway Retrospective Analysis with Emphasis on Developing Improved Hydrothermal Energy Assessments,Previous moderate- and high-temperature geothermal resource assessments of the western United States utilized data-driven methods and expert decisions to estimate resource favorability. Although expert decisions can add confidence to the...,Dataset,"January 11, 2025",https://data.openei.org/submissions/7589,Not available,United States Geological Survey,Stanley P. Mordensky,Not available,2023-07-25T18:06:00Z,public,2023-02-07T07:00:00Z
Utah FORGE 5-2557: Fluid and Temperature in Fracture Mechanics and Coupled THMC Processes - Workshop Presentation,"This is a presentation on the Role of Fluid and Temperature in Fracture Mechanics and Coupled Thermo-Hydro-Mechanical-Chemical (THMC) Processes for Enhanced Geothermal Systems project by Purdue University, presented by Distinguished...",Dataset,"January 11, 2025",https://data.openei.org/submissions/7633,Not available,Purdue University,Sean Lattis,Not available,2023-09-27T14:37:38Z,public,2023-09-08T06:00:00Z
Stanford Thermal Earth Model for the Conterminous United States,"Provided here are various forms of the Stanford Thermal Earth Model, as well as the data and methods used for its creation. The predictions produced by this model were visualized...",Dataset,"January 11, 2025",https://data.openei.org/submissions/7669,Not available,Stanford University,Mohammad Aljubran,Not available,2024-07-16T16:04:35Z,public,2024-03-14T06:00:00Z
Utah FORGE 2439: Machine Learning for Well 16A(78)-32 Stress Predictions - September 2023 Report,"This task completion report documents the development and implementation of machine learning (ML) models for the prediction of in-situ vertical (Sv), minimum horizontal (SHmin) and maximum horizontal (SHmax) stresses in...",Dataset,"January 11, 2025",https://data.openei.org/submissions/7670,Not available,Battelle Memorial Institute,Sanjay Mawalkar,Not available,2024-08-22T17:09:02Z,public,2023-09-28T06:00:00Z
"Utah FORGE 6-3629: Application of Machine Learning, Geomechanics, and Seismology for Real-Time Decision Making Tools During Stimulation - 2024 Annual Workshop Presentation","This is a presentation on the Cutting Edge Application of Machine Learning, Geomechanics, and Seismology for Real-Time Decision Making Tools During Stimulation by the University of Utah, presented by No'am...",Dataset,"January 11, 2025",https://data.openei.org/submissions/7722,Not available,Energy and Geoscience Institute at the University of Utah,Sean Lattice,Not available,2024-09-17T15:57:44Z,public,2024-09-15T06:00:00Z
Utah FORGE 2439: Machine Learning for Well 16A(78)-32 Stress Predictions,This report reviews the training of machine learning algorithms to laboratory triaxial ultrasonic velocity data for Utah FORGE Well 16A(78)-32. Three machine learning (ML) predictive models were developed for the...,Dataset,"January 11, 2025",https://data.openei.org/submissions/7608,Not available,Battelle Memorial Institute,Mark Kelley,Not available,2024-08-22T17:08:08Z,public,2023-06-19T06:00:00Z
"Utah FORGE 2-2439: A Multi-Component Approach to Characterizing In-Situ Stress: Laboratory, Modeling and Field Measurement - Workshop Presentation","This is a presentation on A Multi-Component Approach to Characterizing In-Situ Stress at the U.S DOE FORGE EGS Site: Laboratory, Modeling and Field Measurement project by Battelle [Columbus, OH], presented...",Dataset,"January 11, 2025",https://data.openei.org/submissions/7623,Not available,Battelle Memorial Institute,Sean Lattis,Not available,2023-09-25T15:48:15Z,public,2023-09-08T06:00:00Z
Utah FORGE 2-2439v2: Characterizing In-Situ Stress with Laboratory Modelling and Field Measurements - 2024 Annual Workshop Presentation,"This is a presentation on A Multi-Component Approach to Characterizing In-Situ Stress at the Utah FORGE Site: Laboratory Modelling and Field Measurements project by The University of Pittsburgh, presented by...",Dataset,"January 11, 2025",https://data.openei.org/submissions/7710,Not available,Energy and Geoscience Institute at the University of Utah,Sean Lattice,Not available,2024-09-06T17:37:10Z,public,2024-09-04T06:00:00Z
Utah FORGE 2-2439v2: Report on Predicting Far-Field Stresses Using Finite Element Modeling and Near-Wellbore Machine Learning for Well 16A(78)-32,This report presents the far-field stress predictions at two locations along the vertical section of Utah FORGE Well 16A (78)-32 using a physics-based thermo-poro-mechanical model. Three principal stresses in far-field...,Dataset,"January 11, 2025",https://data.openei.org/submissions/7711,Not available,University of Pittsburgh,Andrew Bunger,Not available,2024-09-05T15:37:53Z,public,2024-08-30T06:00:00Z
Utah FORGE 6-3712: Probabilistic Estimation of Seismic Response Using Physics-Informed Recurrent Neural Networks - 2024 Annual Workshop Presentation,"This is a presentation on the Probabilistic Estimation of Seismic Response Using Physics-Informed Recurrent Neural Networks by GTC Analytics, presented by Jesse Williams. This video slide presentation discusses the development...",Dataset,"January 11, 2025",https://data.openei.org/submissions/7728,Not available,Energy and Geoscience Institute at the University of Utah,Sean Lattice,Not available,2024-09-17T16:44:10Z,public,2024-09-17T06:00:00Z
Underwater Target Detection Software Demonstration on the RivGen Turbine,This repository contains data and processing scripts necessary to train the object detection models utilized in the underwater target detection software demonstration on the RivGen turbine project and to produce...,Dataset,"January 11, 2025",https://data.openei.org/submissions/8111,Not available,MarineSitu,James Josline,Not available,2025-01-03T06:43:51Z,public,2024-12-17T07:00:00Z
OPFLearnData: Dataset for Learning AC Optimal Power Flow,"The datasets are resulting from OPFLearn.jl, a Julia package for creating AC OPF datasets. The package was developed to provide researchers with a standardized way to efficiently create AC OPF...",Dataset,"January 11, 2025",https://data.openei.org/submissions/8232,Not available,Power Systems Engineering,Ahmed Zamzam,Not available,2024-12-18T17:36:27Z,public,2021-10-26T16:06:12Z
Battery inverter experimental data,The increase in power electronic based generation sources require accurate modeling of inverters. Accurate modeling requires experimental data over wider operation range. We used 30 kW off-the-shelf grid following battery...,Dataset,"January 12, 2025",https://data.openei.org/submissions/8255,Not available,Power Systems Engineering,Kumaraguru Prabakar,Not available,2024-12-18T17:36:27Z,public,2023-01-06T18:53:48Z
PV inverter experimental data,The increase in power electronic based generation sources require accurate modeling of inverters. Accurate modeling requires experimental data over wider operation range. We used 20 kW off-the-shelf grid following PV...,Dataset,"January 12, 2025",https://data.openei.org/submissions/8260,Not available,Power Systems Engineering,Kumaraguru Prabakar,Not available,2024-12-18T17:36:27Z,public,2023-01-06T18:53:48Z
OPFLearnData: Dataset for Learning AC Optimal Power Flow,"The datasets are resulting from OPFLearn.jl, a Julia package for creating AC OPF datasets. The package was developed to provide researchers with a standardized way to efficiently create AC OPF...",Dataset,"January 11, 2025",https://data.openei.org/submissions/8232,Not available,Power Systems Engineering,Ahmed Zamzam,Not available,2024-12-18T17:36:27Z,public,2021-10-26T16:06:12Z
Underwater Target Detection Software Demonstration on the RivGen Turbine,This repository contains data and processing scripts necessary to train the object detection models utilized in the underwater target detection software demonstration on the RivGen turbine project and to produce...,Dataset,"January 11, 2025",https://data.openei.org/submissions/8111,Not available,MarineSitu,James Josline,Not available,2025-01-03T06:43:51Z,public,2024-12-17T07:00:00Z
PV inverter experimental dataset version 2 with 100 percent power,The increase in power electronic based generation sources require accurate modeling of inverters. Accurate modeling requires experimental data over wider operation range. We used 20 kW off-the-shelf grid following PV...,Dataset,"January 11, 2025",https://data.openei.org/submissions/8268,Not available,Power Systems Engineering,Kumaraguru Prabakar,Not available,2024-12-18T17:36:27Z,public,2023-11-10T20:46:44Z
Split phase inverter data,The increase in power electronic based generation sources require accurate modeling of inverters. Accurate modeling requires experimental data over wider operation range. We used 8.35 kW off-the-shelf grid following split...,Dataset,"January 11, 2025",https://data.openei.org/submissions/8264,Not available,Power Systems Engineering,Kumaraguru Prabakar,Not available,2024-12-18T17:36:27Z,public,2023-03-23T16:58:28Z
Fuel Cell Inverter Transition Between Modes of Operation (Grid-Forming and Grid-Following),"This data set shows the operation of the fuel cell inverter under grid-forming mode of operation, grid-following mode of operation and transition between the two modes.",Dataset,"January 11, 2025",https://data.openei.org/submissions/8299,Not available,National Renewable Energy Laboratory,Kumaraguru Prabakar,Not available,2024-12-28T03:22:54Z,public,2024-12-23T17:25:55Z
